Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Case Fatality Ratio,Population,Density P/Km2,Land Area Km2,Median Age,Urban Population %
Falkland Islands,11.0,,,,1.0,10.0,,3161.0,,137.0,39368.0,,3480.0,0.0,12170.0,,66.0
Turks and Caicos,11.0,,1.0,,,10.0,,284.0,26.0,83.0,2144.0,9.09,38717.0,41.0,950.0,,89.0
Montserrat,11.0,,,,1.0,10.0,1.0,2204.0,,36.0,7212.0,,4992.0,50.0,100.0,,10.0
Greenland,11.0,,,,11.0,0.0,,194.0,,1019.0,17950.0,,56770.0,0.0,410450.0,,87.0
Suriname,10.0,,1.0,,6.0,3.0,,17.0,2.0,,,10.0,586632.0,4.0,156000.0,29.0,65.0
Gambia,9.0,,1.0,,2.0,6.0,,4.0,0.4,316.0,131.0,11.11,2416668.0,239.0,10120.0,18.0,59.0
Nicaragua,9.0,,1.0,,4.0,4.0,,1.0,0.2,,,11.11,6624554.0,55.0,120340.0,26.0,57.0
Mauritania,7.0,,1.0,,2.0,4.0,,2.0,0.2,713.0,153.0,14.29,4649658.0,5.0,1030700.0,20.0,57.0
Papua New Guinea,7.0,,,,,7.0,,0.8,,167.0,19.0,,8947024.0,20.0,452860.0,22.0,13.0
Western Sahara,6.0,,,,,6.0,,10.0,,,,,597339.0,2.0,266000.0,28.0,87.0
St. Barth,6.0,,,,4.0,2.0,,607.0,,,,,9877.0,470.0,21.0,,0.0
Burundi,5.0,,1.0,,,4.0,,0.4,0.08,80.0,7.0,20.0,11890784.0,463.0,25680.0,17.0,14.0
Bhutan,5.0,,,,2.0,3.0,,6.0,,7913.0,10255.0,,771608.0,20.0,38117.0,28.0,46.0
British Virgin Islands,4.0,1.0,,,2.0,2.0,,132.0,,,,,30231.0,202.0,150.0,,52.0
South Sudan,4.0,,,,,4.0,,0.4,,,,,11193725.0,18.0,610952.0,19.0,25.0
Anguilla,3.0,,,,1.0,2.0,,200.0,,,,,15003.0,167.0,90.0,,
Caribbean Netherlands,3.0,,,,,3.0,,114.0,,10.0,381.0,,26223.0,80.0,328.0,,75.0
Yemen,1.0,,,,,1.0,,0.03,,,,,29825964.0,56.0,527970.0,20.0,38.0
